sentimen,Tweet
0,dulu kau pernah accident pernah teruk jugak wey accident mcam mana tu aku accident sasar jauh dari jalan yan
0,gambar wani tu siang baru aku peras mlm malam tak peras pun hmmm hanat aku tinggal sorang ni
1,jilake pintu kaca kat opis ni clear namati sakit dahi aku terhantuk hahahaha laju plak tu malu la gilaa hahahahaha
0,aku bantu jawab ya wkwk ada j amp t samping alfamart dkt cisaladah
-1,ahh gituu lalu dia nya gasuka kamu
0,ribka tjiptaning buku aku bangga jadi anak pki rieke dan yaqult buku 2019 tetap pancasila mereka se partai lu masih
1,ya allahayang kamu kok ganteng banget
0,giveaway gatau dlm rangka apa buat 2 orang pemenangatu orang pulsa 25k all op satu orang dapet semua produk diba
0,pernah rasa aku buat semua bhai dia takde duit aku bagi duit dia lupa solat aku ingat solatubuh sur
0,aku mau bilang muka lebih cerah juga tapi gak tau cuma asa atau bukan yang jelas efek makin liat
-1,sekarang dah tak ada hati nak reply chat with strangers like hi what is yr name tinggal mana anak berapa dulu baja
1,aku doa semua perempuan yg nak pakai tudung esok bentuk oningnya dengan sempurna
-1,huh bukan dua ke tu pasal aku benci mathematics
1,jangan tanya mengapa orang benci belum kamu tanya diri sendiri mengapa kamu peduli akan hal itu twittbot
0,ada benda yang tak patut aku tengok tapi aku dah ternampak tak boleh nak buat apa
0,haloahabat muda bagi kamu yg saat ini sedang siap diri untuk ikut rekrutmen cpns tahun 2018 yuk lihat dulu n
1,kak aku sayang kak mesti
1,aku ikutttt karna rulesx terpenuhii moga rezeki ku aku dsni karnaa ga ka vicka yg lain ga pernh menang
-1,walaupun kamu cuma batas keti tapi sini aku juga pake asa
-1,aku gak di ajak
0,film spotlight emg based on true story pers yg berani sentil kasus kasus grk emg kelam harus diak
1,wkwkwkkwkwkwk
0,aku bukan jenis 24 jam lapar cuma kadang saja rasa nak kunyah pape makananebab bosan takde benda nak buat
-1,aku ra nguros
-1,ini udh aku follback ya plis gausah terror2 lg
1,tetap jangan kau peergi aku sudah mulai nyaman nikmat panas kopi
-1,aku keras gak gampang baper
0,weyyyyyyy aku lupa yang sebi nak itu hari hsbsbsbbsbsbs
1,jangan tunggu bahagia baru syukur tapi syukur maka kamu akan rasa bahagia
0,mlm jumat mas siapa yg mau temenin aku retweet ya
1,diminiii gak rasa udah 1 tahun kita kawan uuuu makasih udah mau jadi temen aku sabar dengerin aku yan
0,kok kamu nda nyambung dek 0
1,hahahahah jangan tanya kenapa aku suka dia
1,aku lebih suka orang tegur daripada puji rana tegur dapat betul tetapi puji akan musnah
0,hidup dorang kat situ je bro kahkahkah
1,doa untuk ibu dan bapa ya allah ampunila
0,siang happy friday sholat jum at nya jangan lupa ya aku habis ada giat terus nanti ada latih bareng team j s
-1,untung umur hidup sudah pakai aku turut duka hiyori asahina
1,kamu adalah jawab atas doa doa yang lantun di tiga malam jokowi2periode 2019tetapjokowi
0,aku nk do tpi hard nak mati
0,balik balik dari holiday di amrik aku nyobain detoxnya katering
1,aku nggak punya akun makan bisa anon wkwkw
0,butuh buat
-1,lagu jangan sedih brader tu sesuai utk aku sekarang gara gara math
1,ok nder 3 bulan waktu yg cukup buat jd lebih cantik aku jg malah ketemu doi 1 stgh taun lagi hehe udah
0,takde raster pun sbb mechanics blackflag sng nak faham aku sampah main bwk kapal je kt blackflag haha
-1,dia pergi sebab dia dah ada orang lain yang lagi baik dari kau dia ingat dia tu sempurna sangat ke baik sanga
-1,aku rasa memang harus bukan kamu
1,tauu hahaha kang ckp pastu drag sampai ke org lain taknak hahahaha aku ckp aku niaa kang bukan kau hahahha
0,heh aku baca
-1,k start from now aku kena kuat k jangan ria act like u dont care anymore
0,fyi mungkin sender ada di posisi ini kalian yg reply jangan coba bikin dia down dan buat sender kamu mau dman sama aku
0,apik pakdee luk engkas aku tak gawe yoan
0,apakah kamu adalah aku
-1,space memori lelaki banyak kosong sebab tak perlu nak ingat benda bodo pakai apa 6 tahun lepas salah apa 3 tahun lepas mak
1,aku cinta karena allah moga kamu adalah tuntun tuju surga jokowi2periode 2019tetapjokowi
0,mini giveaway 5 indomiealted egg dalam rangka woohyun 1st win myungyeol jalan jalan lagi uwu jjong foto sama
1,kalo menang mau aku belikan memory card baru buat hapeku sama sisa mau buat beli stuff seventeen
0,haus ga aku
0,vcs yuk ah tega ngebiarin aku sendiri retweet nanti dm in ya nomer wa nya
-1,this seller is rude af belum aku udh pernah ngeliat orang buat thread tentang os ini ampe ngatain miskin lol da
0,dm aku itu eror gitu dia gak masuk notifnya oe aku
1,keluar dari kepompong dan jadi kupu kupu yang cantik aku ghaida
-1,nun mati ketemu ba aja jadi iqlab masa aku ketemu kamu gajadi ijab
0,lanjut terus terus kamu suka siapa lagi hwang minhyun dia bukan wannaone ya mau jelasin
-1,me trs knp km g msk hukum un r aja her kemarin aku udh dpt org dlm itu tpi suruh bayar 500jt
1,hhhh cantik bangett kamu mba
1,aku tak suka lukis art org lain tp i tried amp i loved the process alhamdulillah owner pn suka sgt
1,neng ya kamu
1,aku lagi suka sewa kereta dgn org laki banding pompuan sbb kereta dorg lagi kemas and bersih
0,kamu juga ikut
-1,kalian pernah gak sih ngerasa kok doa gue ga kabul gue udah sering tahajjud tapi ga kabul tuh jadi gimana c
1,asyik gamelan dan mbok jamutradisional jamugendongehatalami herballife
0,eh aku liat reply di tweet news portal jepang fans2 malah semangat gitu sama rencana rilis
0,nyaris nak sorok nasib nenek aku ketuk pintu
0,atar ada yg pernah main ini kl pernah arti kamu sdh mulai tua
1,nctea tidak ada perlu aku kata aku tetap mencintaimuampai saat ini aku masih tunggu kembali kun kau h
1,kenalllllll dekcik ada dgn aku masa aku sedih amp happy
-1,bagaimana kamu bisa yakin kami bahwa kita sama2 cinta nkri cinta presiden nkri yg sah saja kamu tidak mamp
0,di tempat ajar aku punya ustadzah dan beliau punya anak umur 2th an anak seriiing banget maen sama aku
0,main rek
1,ada masa mana nama adalah yang paling aku tungguedangkang sekarang datang masa mana bisa mungkin aku harap tak me
1,aunty yang pintar kan aku
-1,makin ajar makin rendah hatiebab kita nampak jauh mana jahil kita allahhh rindu zaman ajar
1,apa yg lucu lahanjy wkwkkw
0,tak mintak banyak cuma harap gp aku naik je kalini
1,makanya aku juga bingung wjwjwjw3j
0,nas akhir kamu pacar martabak telor pake keju
1,nanti november kan ketemu hihihi jangan lupa bawa aku hadiah
-1,benda yang aku rasa tak perlu nak bawak gurau 1 rupa paras 2 bentuk badan 3 insecurities kita contoh kita gagap pas
0,haedar tu injured hahah pening juga player social league nak set ni final line up aku harap medi
0,ari 60 anak kelas yg wisuda periode ini cuma satu anak dan itu bukan akuad yaelamat temu di pe
1,giveaway lagi nihhhh aku akan jadi karma buat baik yang udh kalian lakuin lama ini dgn cara bagiin parfum yg lg hits
1,haha jadi dong alhamdulillah asli habis 10 9 aku gaberani intip lol
0,tbh aku pulak rasa bila nak start business macam mana kawan kawan aku yg lain ada takpa aina atleas
1,henti rokok lama 20 menit lancar tekan darah denyut jantung dan alir darah tepi lho apakah kamu sudah si
-1,aku mula mula macam okaylah whatever then baca artikel rupa dia nak tanding sebab dia tak clean macam tok mat so tak
0,lukis gamba sayaaaaaa ajim
1,15 september 2017 nyata aku sama boxer graf sempet mt nan wkwkwkwk oh jadi ini yg nama jodoh g wkwkwkw
1,kakkk luk et mi luk et mi apaka aku tyda cantik aku cantik seperti bidadari
-1,sayang
-1,jahat tu nda ena njir makanya aku gajahat
0,me ikut selawat dalam radio kt tv mak wan mesti malaikat kelam kabut nak tulis pahala kau sebab selalu nyanyi korea j
0,aku di utaraa jauh
0,gak soal aku 2 hari 5gb
-1,kamu jangan cemburu gitu dong sayang
0,takboleh jugak aku pon dengan pasrah masuk balik then kate dekat abg yg jage pintu automatik tu
-1,dah dah la post pasal kucing kena seksa tu aku rasa macam nak nang dalam rumah aku saja dah 10 ekor aku bela dah mcm
-1,bahaya
1,nak join aku pun agree dowh
0,tadi pagi ria taknak gi kerja tetiba pukul 11 tadi keluar aku la dia ni
0,aku akan sering main ke vokasi kalo gitu hmm
-1,aku biasa dengan sinetron indonesia tapi video yang satu ini bikin aku ngga bisa komentar
0,wkwkwkwk dibilangin aku tuh hapal mutualsku yang sering interaksi meski kalian ganti uname atau nick aku orang diem
0,ndhil cindhil mending batalno acara iki ono presiden neng garudaing sopan aku yakin kowe2 rata2 jg dudu cah jog
1,wkwk aku sih selalu ayo nung nek minggu
-1,gegara kamu by
1,hai tari selamat ulang tahun yaemoga baik hati kamu balas sama tuhan dan moga kamu bahag
0,bawah tapi aku mau kir curhat aku punya sakit nyolokin headseat tp lupa nyetel lagu
-1,tahun ni betul banyak duga aku banding dengan last year betul lah orang cakap makin tingkat umur makin bany
0,hm bismillah ini pertama kali aku pergi sendiri
1,aku sumpah cheese ni selesai segala masalah kat malaysia nak kedai makan laris jual makan dengan cheese nak b
0,siap manjain kamu jogja wa 0852 2868 9924 bojogja wpjogja bispakjogja bisyarjogja availjogja kimciljogja
-1,klo aku sih mundur aja
0,ayo kamu mimpi dulu
0,padahal kalau ni orang tidur sama aku ngorok mulu nyenyak banget dahusah darimananya
0,kenapa ya akhir2 ini aku suka makan ciz n chic 333
1,apa yang tarik perhati aku dengan iphone baru ni dia punya camera iphone xr single camera tapi dia punya gempak boleh t
-1,member lgi penting dri aku
1,pagi dek woncha aku kangen kamu
0,eh aku sempet ke bontang waktu ituuu tapi bentar aja sih haha bismillah rezeki lancar biar bisa ke ka
0,tambah rp 100 dapat 2 pcs untuk bagai macam butuh personal care kamu ayo ke familymartindonesia sekarang
0,aku beli sepit baju 2 dozen dh guna sedozen 12klip baki di ampai 3 sahaja yg lain buat party ke cc
1,kamu percaya pada dan aku akan percaya pada rin ao no exorcist
0,hahahahah astaga aku sempet kenal sama dia dari collection acc di ig tapi skrg dia jadi problemati
0,kalo pun ada formasi khusus ipk cumlode kaya cpns gelombang belum aku milih yg formasi umum aja wkwk
0,telah nonton dancing high sadar ku ga tau apa2 soal dance ada beberapa genre yg baru aku tau dari acara ini
-1,selesai tengok prisoners korang yg suka film crime thriller boleh tengok cite ni layan jugak la anak hugh jackman dg
-1,ya ngapain aku kode ke kamu mending ke orang langsung love eh
1,virgo apa yg jadi rupa proses untuk hidup yg lebih baik lagi jangan mudah serah hanya karena satu
1,wkwkw aku yo ngono mau wis otomatis iku koyoke
-1,i miss my bestfriend time sekolah rendah ainin dah plan taknak lupa diri bila pindah sekolah tapi pernah gaduh an
-1,moga foto ga nyebar hubung itu juga engkong masih jaman sekolah bentuk waduh aku puyeng jadi
-1,muke aku buruk sgt ke lancau
-1,sumph ye pagi tadi aku bngun trkejut sbb mimpi die
-1,asa ga tau malu banget ngga sih aku kenapa aku reply instagram story dia kenapa
0,aku mana dpt caner nak masuk kelas ade brape
0,aku kan emang kecil
0,malas nge upfoll acc kamu ayo pakai jasa neng ji aja tag lelang acc followan
1,hai kasih janji kamu tidak akan kalah mobile legend
0,aku emang tak gaya dan anggur tapi entah kenapa masih bisa beli sabun yg bagi orang bilang m
-1,kok sedih aku masih gantungin dm kamu nih lagi mikir
-1,aku lemaaaah itu mau balas dendam atau gimana
-1,saking aku bego semua aku suka
1,tahun dah kat yaman sik asa waktu eh hahaha banyak benda aku ajar disitok walaupun hakikat aku duduk di dalam hadramaut haha
0,bro followan yuk ama aku ava ku sungwoon auto follback ya hehe
0,cinta saya ke kamu seperti utang awal kecil didiemin tau tau gede sendiri
1,pantes aku bilang chill
1,aku tak akan dusta
-1,makan jangan baperin aku aku orang baperan uuuuuini yuk
-1,gua stress ngeditnya jaemin ya allah aku mileamu
0,individu yg boleh buat aku keluar rumah
-1,gatahu lihatin dulu aja dalam mulut ada apa aku males benar wlwllw
-1,minta dedi kamu ajah aku bokek
0,weh korang mak aku ada buat hand sock dengan inner snow cap moga allah murah rezeki siapa yang retweet ni https
1,kuy sama aku wkwkwk
-1,stress nya ya allah hadap kerja ni sumpah aku rela ajar lagi
1,ye empyun hahahahah kan si noah post ig tntg film tagged padahal aku nntn tagged sejak season 1 tapi asa gak
1,asyik2 aku je yang kene bebel ngan bapak aku soh nasihat dia masalah bila aku tegur dia dia yanh takmo deng
-1,dulu aku selalu dengar orang kata menang tanpa keluar suara itu lah sakit yg paling dalam benar now i feel that
-1,cerita seram kat bilik aku
0,anyone yang nak pergi meet amp greet kl gangster underworld cast boleh dm aku ada dua tiket aku nak bagi
-1,meh tak pastekno tapi aku ora iso kondo
1,aku lagi main final fantasy awakening lho gabung main yukz
1,bagaimana kalau kita dua jadi komplot rampok aku rampok hati dan kamu rampas hati
0,patut aku dah dapat tahu dah paper susah daripada botol aku jatuh haih haih
0,lai kutip sampah kat kerayong bila lagi nk harum nama kolej kita
1,kamu adalah yang ia ingin untuk jadi tempat singgah terakhirebesar itu harap kepada jangan mengecew
0,aku diam sbb nk tgk hg cari or tak tapi nah punah
1,aku akan happy af kalau capa pergi please capa
0,macam member aku punya member la dia penternak ayam buat bisnes supply makan ayam je etc padi dedak ada ru
0,tanya publik dong masa aku
-1,inget neraka cing mau bulu kamu kena pedih api neraka
0,admin tau kalo hoseok bisa nyetir tapi kenapa aku tetephock kalo hoseok bisa nyetir mpn btsarmy https
0,tetes tapi aku cinta 30 oleh emha ainun nadjib caknun ean
1,hala kinikilig aku thank youuu
-1,pir kok udah jarang up instastory eh iyaa ni lagi malas aja dalam hati bukan jarang up saya up kok tapi k
0,wey comel mak aku
-1,sebab aku takde hm
1,that s my boys terus share benda macam nih dan kita bukti bahawa bukan semua lelaki trash
-1,kurang tau sih kami ini dari jawa mana cuman tau turun jawa dari bapak sunda dari mamak tapi kalo suruh mil
0,aku 30 cobaaaa
0,iyaa aku pake pagi malemm
0,rlt kating gua cogan maen twitter woy td dia duduk gasengaja liat hpnya buka twitter mantengin rlt anjay tapi w gatau n
1,mauu aku dom jogja
0,apakah kalau aku bilang belum maem aku akan dijajanin mam
-1,pikir keliling wajah tapi kamu keliling oleh hati yang lain
1,kawan aku selamat kucing yang hampir lemas di dalam mesin basuh di buah kedai dobiesiapa cinta kucing boleh b
0,kue artis kae sik payu ta gurung tau nyobak blas aku
-1,karena aku pernah kayak kamu udah gapapa klo ga tahan lebih baik mundur drpd mengaruh ke psikis
-1,paling ngeselin kalau driver udah bilang mbak yang cancel ya tapi jangan centang yang driver asked to cancel jangan ajar
-1,kau lihat 4 perkara dan harus aku lihat 2 perkara tapi aku cuma lihat 1 ikhlas kau terima masa silam ak
0,dek kamu mau nggak jadi pacar mas maaf mas aku gak mau kenapa dek soal kamu
0,aku
0,tak tahu kalau yang tak lawa macam mana
0,otak darjah enam ke bila nak faham hint yang aku bagi niiiii
0,aku sih yes gak tau kalo mas anang
-1,aku tak ret chat dgn org yg reply patah patah ni eyy
0,lanjut h apa tak custom ke lexus ae ya biar pintue cepet nutupe berapa kira2 ya m custom speed pintu
-1,ni lah sebab aku paling disgusted when a guy tells how women should dress just to elak orang nafsu tapi yang ni paling
-1,rpw padahal ken bodo amat kalo misal dia mafia acc yg punya prinsip beda acc beda cerita juga tp tetep ada rasa sedih s
1,dua2nya tokoh yg pengaruh siapa antara dua org hebat ini yg kamu kagum lets vote retweet and like leave your co
0,mana aja yang penting aku bisa nonton
1,apa amplaz aku jalan jalan doang susur trotoar capek terus ngadem di amplaz wkwkwk
-1,aku juga jual username gt lt
1,jarang tuju apa kau selalu tuju dengan aku
0,siapa yang nyuruh kamu dlosoran di lantai nak
0,nctzh kamu ngajakin anak dreamis buat cuci mobil bareng bareng eh tapi pas kamu noleh ke arah jeno renjun jn by ak
0,nak minum fikir owner ahuruh isi air memang tak ah bontot nak angkat bawak botol ni la yg payahnyaekarang ni aku h
1,yang pertama sama dua lucu ihh kayak rubah arctic sm husky mini tapi aku muslim jd can t relate
0,kalau area rumah banyak anjink liar please simpan arnab tu depan rumah atau lindung dari anjink boleh sampai k
0,telah sekian lama tak ambik tahu pasal si kembar tu tapi hari ni dia ada dalam mimpi aku apakah
-1,aku post gambar kote ada orang nak bising or sampah tak ni
0,aku jb nih biar nambah
1,hahaha bukan salah aku eh aku tak de kelas pun harini
-1,kamu sudah ada yg punya gaberani nikung saya
1,perempuan ni cantikebab itu allah suruh tutup habis mungkin jgn kamu takut dengan panas dan ruam panas yang
-1,kadang rasa nak sakit je lantar dekat hospitalebab aku nak tengok siapa yang peduli datang tengok aku selain family
1,kalau nak ada mak tambah yang superb sporting ala2 mak regina dalam movie mean girl yang i m a cool mom tu mak bole
1,belah lah dada kamu pasti lihat apa kata kata ku
-1,ko tak rindu aku ke
0,haha ye weh but aku tak kisah lah asal kan plus takpa lah kawan kos kau kan ada
0,aku nk panggang dia please
-1,kalau ada apa2 yang ubah tak lain tak bukan aku penat tak marah tak sedih just penat
-1,aku peras tengok politik malaysia ni bila kau ada member yang kau rasa kepala dengan kau dan buat jahat sekali
-1,kalau kau tipu mungkin aku percaya sbb yelah aku ni kan jenis bodo bodo cepat ercaya hm ntahla wak
0,c48 mutualan sama aku kuy rt aja ya dn aku
1,hahahahaha kena la censored nanti ada anjing salak aku kena panggil nanti hahahahaha
0,aku belum baca smua translatenya uy
0,makcik aku pagi2 nk bg kucing dia makan tgok2 dlm sangkar ada binatang lain ada kucing yg dh kena makan pun
0,aku salah satu diri fandomnya
0,pastu bapak dia on volume radio kuat kuat aku takleh bayang la dia punya kejut cemana
0,hi guys aku rasa macam nak cerita pasal hamba allah ni yg lahir as a normal person tapi sejak 2 tahun lepas dia cac
0,birthday aku la belum lgi
-1,sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan
-1,creepy sia katil aku aku baring je ngantuk
0,ngadu lapar sambil buat muka seposen last last kena palau gitu je aku ingat wehh aku ingaaaaaasaassssttt
0,sister kat department biomed ingat aku kat kak fetty gshshsjjsjs
1,hanya karena pernah luka tak berat kamu harus takut cinta ada orang yg tepat untuk di luar sana
1,haha bodoh punye rba hari2 kene maki ngan aku je
-1,diam kamu saben
-1,aku mau santet kamu beneran
-1,aku benci soal bala dgn amelia dh la takde duit nk pinjam pinjam lak cb tul pastu aku lak aku kena kire
0,sini aku cubitin dulu pipinyaaa
0,hai hai jakarta aku kembali ke kota expojakarta 18 22ept yang mau rasa kembali ro ensasi dahsyat
0,pak hakim dan pak jaksa tulung lah itu pak serpis jads aku migren 68 menit nontonin too high
0,ini juga aku ke jakarta lagi mau kerja da mau meeting sama salah satu alumni asntm trs di tempat ngopi alhamdulill
-1,ughhhh markah paper physics td serious buat aku kecewa
1,oh hahahahahahhhahah dalam bakul aku baju kau lupa nak cakap aku letak dalam beg hehehehhehehehehhehehh sorry
0,nder halu aku masa masih diekolaaaahhhhh ok daddy i m ready punish me
-1,waduh yang itu sih aku belum pernah nyoba hehehe
-1,jantan alfa amp induk bunuh leher bayi ikat karena akan jadi hewan pelihara jangan beli amp pelihara anak
0,biasa kalo pake clay mud mask emang gitu arti kotor wajah kamu sedot
1,jadi pacar aku aja gimana
1,karena aku cinta aku cinta di dunia ini lebih dari siapa conan edogawahinichi kudo to ran mouri bot
-1,tak faham aku pakcik ni dari tadi bebel sorang sorang kata melayu itu ini ehh aku nak tidur pun payah ada aku
1,aku incer ts wkwk
0,3 gb bisa buat minggu dua minggu kalo aku jadi turut itu boros banget
-1,hmmm kena lagi padahal aku diem lho
-1,insecure sangat dengan girls yang kulit licin licin muka kaca ni aku mampu kaca retak je hsuwduhfjsnfbei i hate bre
0,tapi kenapa harus aku
-1,asal yg hensem je laki org ek ehhhhhh aku marah ni
1,ingin aku milik
0,dvd idr 770 000 bluray idr 890 000 kihno idr 720 000 detail lain bisa cek di pinned aku nde
-1,mangkane akuimpelederhana kalau tidak mau terima pancasila bagai falsafah nkri kepingin ganggu utuh nkr
1,wkwkw eh udah kerja yah kamu
-1,lelaki je trash perempuan tak
0,sudah bilang biar aku semein aja kok
-1,kan kamu yang ngatain nuna cantiq kok jadi nuna yang alay
0,hm kenapa lah tak letak fw pagi pagi ahhhhh kalau tak sekarang ni aku dah free
0,kongsi tarik dari lecturer media aku harini girls klau takdir you guys kna rogol jngan mandi dulu terus ke h
-1,aku dh kata jgn isap
-1,aku jg pusing liat
0,omg whaaaat lha gua itu emang apa om wowo kok naik pamor sama doi anj
0,penting bgt ya tim bubur aduk atau ga aduk kalo aku sih yg penting makan percuma di aduk2 doang tapi ga makan
-1,aku mau rpin istri ong bisa gak
0,nak kecam org yg buat kerja sedang diri tu goyang kaki dlm bilik dia tweet kecam tapi tak ret private account
-1,iya makanya aku ga enak ngajak nya tuh gitu karna jauh
1,baru dengerin lagi dan candu terus inget pas fansite jihoon ada yg nge tweet beautiful fe
1,ya tuhan kutuk aku jadi milliader
0,pah butang baju melayu aku mana pah
1,hahaha epa mmg suka sepak ngan aku nya dia sepak manja manja ja lah
-1,ini bukan lagi syuting kan yaampun merinding ya allah ampun akuekalian ku mau bagi doa smg manfaat
0,ryeowook ssi dia sangat pandai masak dan aku sangat iri yoona
-1,gara2 ngobrolin soal charm dan tampang jadi ingat mantan w yg aga kurang ajar pernah bilang tau gak sih orang
1,klien adalah raja yang satu ini seringkali manja gemesin banget deh kamu
0,karena aku selalu menganalisa tiap tulis atau kata orang belum beri jawab jad
1,meski akan telah tumbuh dewasa dari hari ke hari aku tetap jadi anak kecil i love u ibu
0,ingat pulak gaduh dgn sha dgn anis masa diploma tp at last bila sorang mtk maaf hah baru tahu yg lain pun rind
-1,sbb math aku nang huh
0,bos yg baru ini tiap aku ijin pasti kan ngetik panjang lebar yg sopan eh selalu balesnya
-1,jauh d ruang jendela renung bisik suatu kenang silam aku thu sgalanya bgitu aku percaya janji yg satu
0,aku pernah ajak kawan aku buat soal past year tapi dia kata tak perlu buat semua tu sebab dalam hidup ni kau tak bol
-1,sekuranye takdelah selok nak ke jantan betina weiii hal mentality kau mcam sampah ek even dah habis sch aku ing
-1,mashoook pak ekoh
-1,aku dah tau perkara benar and aku tak sesal yeah
0,ofismate baru kena exactly macam ni tadi dia macam kena pukau and bagi je tac number tu 2k hilang macam tu je sek
0,aah tak pernah masuk hotel selalu main dalam kereta jeo macam gelabah tetek la bila check inorry la kalau rasa ds b
-1,aku overthinking cuz flight aku mlm ni malas gile dah la tengah demam
1,aku jokowilagi
1,aku jenis yang easy to forgive hard to forget bukan dendam tapi nak jadi bagai ajar dan alam dalam hid
0,nominee pertama tentu saja tanpa perlu banyak alas atau bahkan 5w1h atepatukantekadjuang dengan retweet likes jika k
0,ohhh kanto rupa lama ni guna nama ayu dgn farah eh aku bgtau abah
1,moga aku dan kawan kawan yg lain beri kesihatan yang cukup untuk siap homeworks bagai cuti bulan
0,ya ambil dong sayang jangan bilang kamu lagi ngomongin uang orang
1,bagusss apalagi tambah senyum cocok banget aku neng liat
0,aku tak penah tahu pun ada jenis jenis popcorn ni
-1,nulisnya gbs nyante apa gue baca gak nyante
0,bibik tanya apa yg buat aku xmau accept offer tu and aku jawab nnty cuti susah nak balik kedah
0,kamu mana
0,rabu petang sampai malaysia malam aku dah pergig besi hantar box sewa hantar acu khamis pagi hantar kereta se
-1,yezza if sayang sahabat 8 9 tahun lupa gaduh 5 minit yg lalu its really hard untuk salah sorang
0,askmf ada iphone 4s aku sekarang
0,anak siapa nih
-1,anj staghfirullahaladzim luy ga baik kirim2 kaya gin aku mah ga akan goda
1,mana warung say biar nanti aku temenin kmu jga warung biar kmu nggak sepi
-1,andai saja kau n dia paham prasaan ini apakah kamu tau yg benar
-1,aku tengok niiiii rasa macam hati aku pun pukul macam tu jugak weh sakittttttt kesi anjing tu
0,nisya pun sama weh sampai aku pun ikut
-1,bilang cebong tapi aku suka begadang bilang kampret tapi aku dukung pak duhhh bingung bgt ya tuhan
1,cinta yang kamu terima banding dengan cinta yang kamu ikan cinta lebih jika ingin cinta lebih
0,gabisa dm ini yg mnta tlg sen grab td jam brp ya skrg aku di jkt masih siap2 dulu
-1,aku tidak yakin banyak yang lupa
-1,kalo kiki yg aku bilang nyebelin gpp ya
1,22nya jodoh aku
-1,20thn aku ken nikah umur 23 sm orang yang gin gin gin 23thn blm ada yg nglamar 24thn si
1,kamu tahu alas antara kita tidak ada yang nama temu karena aku tidak mau antara kita ada yang nama perp
-1,of course aku kesah
0,yg aku butuh interaksi dari 95l 99l yuk yg line segitu kuy mutualan nanti ku follow tapi auto followback ok rt aja
0,c aku paling banyakkkkk
-1,saya tak dapat naik bas sbb tk sempat print tiket panjang sangat atur then dia pegi cakap dekat akak tu ape en
1,manusia paling handsome aku pernah jumpa
0,thread aku kmaren alergi kan ya bruntus2 gatel bat nah dah gtu akutu sigap pas pulang kerja langsung bersihin muka pke
0,bagus kau lari ja cam aku
0,30 rt aku confess dekat crush aku
1,aku kreatif wkwkwkwwkwk mayan imbang lah
-1,mati bareng di bumi
-1,sulit tuk ucap selamat tinggal pada dia yg kamu cinta tapi lebih sulit lagi ketika kenang sama tak hilang begitu saja
-1,eh sorry salah sent aku pernah buat dkt crush aku tp betul do aku salah send
1,jumpa dah handsome boy saya
0,sbb tu org simpan duit syiling anai2 tak makan besi
-1,rem anjr
-1,yoona hanya bisa diam lama tidak temu jejaka di hadap makin sebal gendut t
1,aku sayang kamu kok
0,iyaa udah siaangg ohh makan tapi uang aku masih sedikit bantuin aku cari uang dulu yuk jfclosedday
0,kalau kau busy takpe la nanti dah free cari la aku aku ada je untuk kau
0,weh dari 2015 aku nak pergi tapi tak dapat lagi
-1,ohhh aku ngga download soal temen2 kelas ngaada yg makek
0,me mueez mati pokok bunga aku yang memang dahendu tu mueez oh mueez ingat pokok ni memang dah mati sebab macam
0,swing hai kami jual dvd wannaone world tour aku tida akan bel tida akan aku tipu muslihat bambankwing
-1,bestie keduaa call aku then nang ii alahaaii apa aku nak buat dahla memasing jauh
0,selamat siang semuaembari maksi yuk ngomongin awat rambut pasti buat kamu yang punya rambut panjang
-1,kenapa twitter suddenly stopped bila aku buka dkt app kalau buka pakai website helok pula
-1,memang luka untuk lepas apa yg cinta namun terkadang kamu akan lebih luka jika kamu ga lepas
1,aduh neng cantik kamu bikin kentang aku aja nih bokep bukabukaan livebugil
-1,gila babi aku punya obses dengan blackpink ni to my 8followers i m sorry kalau you people kerap ternampak blackpi
0,sblum kahwin isteri pernah tnya knpa x pernah confessejak kenal 2017 xpernah aku luah asa tapi tiap 1 or
1,kalo aku pilih garut
1,someone said to me jangan pernah salah orang lain atas bahagia yang pernah kamu dapat walau kejap pikirka
0,haihai boleh bgt tp sebenernya aku lebih ken green ver kamu mau ketemu di ic ya kalo sampe
0,enak aja anak paud kan aku udah gede daddy
0,sumpah cerita aku dgn kaklang ni sama sebijik beza nyak kaklang kawan 3 tahun aku dah 5 tahun hohhhh shit dan s
0,aku gamau sotoy mau nasi uduk ajaaa
1,baca ini jadi kembali jejak bumi kembali sadar kalau kuasa allah lebih besar kuat apa kamu mengu
1,wah okok baru aku coba ini
-1,yaallah aku rindu bisa hadap dengan mbunmbunan mba rosa tiap hari
1,jadi uang jdi aku kaya
0,aku rasa lisa ni selain nyanyi dia kena try jadi model i mean catwalk model dia punya body proportion pon nice dah aku rasa
0,kamu mu oras kamu biziz
1,doa hari ini tuhan ikan aku rezeki yang baik agar aku selalu bisa bagi baik dan jadi baik baik manusi
0,kamu ya
-1,aku pelik dgn laki yg acah2 serbasalah tu ikut ckp pmpn yg bukan awek bini jadi pak turut wtf sakai doh haa sam
-1,haih nasi goreng lebih gula pulak adoi diabetes juga macam ni aku tak boleh la kalau manis2 ni
0,so dok fikir kat ktm sorang girl ni muka cam siapa seems mata dia familiar dengan orang aku kenal dok fikir fikir
-1,aku nggak ada bilang love you ya
1,cantik nya kaya jisu unnie dong aku g
1,ada yang pake telegram add aku dong terus kita ngobrol gimana add aku ya iniadhistyzara ok
